"fips"	"pop"	"unemp"
51091	1146	5.9
51093	18980	6.3
51095	31571	4.6
51097	3328	7.5
51099	9897	7.5
51101	8425	6.4
51103	5657	7.3
51105	9822	7.1
51107	167609	4.7
51109	16353	8.1
51111	5554	9.1
51113	7436	6
51115	4464	4.8
51117	14041	10.5
51119	5135	6.4
51121	46579	6.3
51125	8010	6.2
51127	9421	6.9
51131	6185	6.6
51133	6163	6.5
51135	6482	7.9
51137	15864	7.6
51139	12057	9.8
51141	9334	9.9
51143	31440	10.3
51145	14218	6
51147	9920	8.4
51149	14697	7.3
51153	205229	5.3
51155	19098	10.8
51157	4204	5.6
51159	4264	7.2
51161	49221	5.9
51163	11585	5.6
51165	41797	5.3
51167	12415	9.6
51169	10075	9.9
51171	20376	7.6
51173	15547	10.2
51175	7850	7.7
51177	66032	5.1
51179	65848	5.1
51181	3828	7.3
51183	4515	9.5
51185	21371	7.9
51187	20063	6.6
51191	26985	8.2
51193	8997	7.1
51195	18946	6.7
51197	16805	9.7
51199	31349	5
51510	91407	4.8
51515	2768	8.9
51520	8139	9.9
51530	3574	8.7
51540	21457	6.2
51550	116688	6.4
51570	9295	8.2
51580	2684	9.1
51590	20255	13
51595	2623	11.8
51600	14252	5.4
51610	6928	7.3
51620	4108	10.7
51630	12995	9.1
51640	3217	10.3
51650	70459	7.7
51660	23066	6.4
51670	10631	10.4
51678	2494	9.2
51680	35463	7.7
51683	20498	6.8
51685	6722	5.4
51690	6236	20
51700	89753	7.3
51710	102820	8.4
51720	1676	5.5
51730	14670	13.8
51735	6414	5
51740	47847	8.4
51750	8279	8.5
51760	100661	10
51770	47298	8.6
51775	13437	6.3
51790	12024	7.3
51800	40608	6.6
51810	227014	5.9
51820	10518	8.2
51830	5493	13.5
51840	14049	7.9
53001	8575	6.5
53003	10984	8.1
53005	96471	5.8
53007	43193	6.5
53009	30891	8.5
53011	217939	12.7
53013	1591	8.4
53015	43427	12.8
53017	22353	6.6
53019	2985	11.3
53021	35977	6.2
53023	1036	5.3
53025	44855	7.3
53027	30889	11.7
53029	33574	8.1
53031	13440	7.4
53033	1125523	8.8
53035	122846	7.1
53037	21565	7.3
53039	11332	8.1
53041	31463	12
53043	4795	7.4
53045	24920	9.4
53047	23873	7.4
53049	9295	10.7
53051	5315	12.1
53053	401212	8.8
53055	9533	4.7
53057	60097	9.1
53059	4997	9.4
53061	387488	10.1
53063	236877	8.3
53065	19047	10.5
53067	130728	7.1
53069	1591	11.4
53071	31310	5.5
53073	106595	7.8
53075	21831	4.7
53077	131408	6.8
54001	6675	9.2
54003	44482	8.5
54005	9392	9.4
54007	5730	8
54009	10747	11.1
54011	43464	6.6
54013	2762	12.1
54015	3491	11.9
54017	2784	7.4
54019	18046	8.6
54021	2966	6.5
54023	5083	11.2
54025	15043	8.3
54027	9016	7.8
54029	14298	11.8
54031	6411	9.7
54033	30444	7.1
54035	11421	12.9
54037	24057	6.6
54039	89881	7.1
54041	7306	7.5
54043	8012	10.6
54045	13266	9.8
54047	7383	12.7
54049	25518	6.5
54051	14594	8.7
54053	10098	12.1
54055	24726	6.9
54057	13357	7.9
54059	8639	10.7
54061	47625	4.6
54063	5808	6.5
54065	6857	9.1
54067	10526	9.1
54069	20730	7.8
54071	3549	7.5
54073	3124	10.2
54075	3354	11.3
54077	15112	7
54079	26675	6.3
54081	31899	8
54083	12102	8.5
54085	4340	8.8
54087	5433	13
54089	4589	7.8
54091	6887	7.9
54093	2861	10.9
54095	3496	10.8
54097	10134	8.9
54099	17000	7.7
54101	3247	10.4
54103	6044	12.3
54105	2486	11.4
54107	40456	8.8
54109	8022	11.5
55001	10268	8.3
55003	9128	8.3
55005	25209	7.1
55007	7993	6.2
55009	138220	7.1
55011	8324	5.7
55013	7771	9.1
55015	25201	6.7
55017	32857	6.6
55019	17897	7.6
55021	31176	7.1
55023	9329	8.1
55025	292503	5.4
55027	47793	8.4
55029	18973	6.6
55031	22609	6.5
55033	25724	5.8
55035	56028	6
55037	2454	8.1
55039	56815	7.8
55041	4844	8.1
55043	28388	6.1
55045	20197	7.8
55047	10577	7.5
55049	14000	6.2
55051	2951	9.4
55053	9836	7.2
55055	42522	8
55057	13625	8.5
55059	85034	9.8
55061	11677	7.3
55063	63991	5.9
55065	9087	6
55067	10816	8.5
55069	15674	9.6
55071	47060	8.5
55073	74633	7.7
55075	22340	10.2
55077	8003	8.3
55078	1689	12.7
55079	455156	9.3
55081	25039	6.4
55083	20325	9.1
55085	19226	7.4
55087	96762	7.5
55089	46297	7.2
55091	4139	5.4
55093	23021	6.1
55095	23955	8.4
55097	42881	5.8
55099	8549	9.4
55101	98307	9.3
55103	10278	7.5
55105	83536	11.1
55107	7368	10.1
55109	45852	6.8
55111	35707	7
55113	9146	7.1
55115	22815	8.2
55117	65709	8.3
55119	10647	9.6
55121	16215	6.4
55123	14944	6.6
55125	11386	7.1
55127	57306	7.7
55129	7909	7.8
55131	71781	8.1
55133	206794	7.2
55135	28464	8.2
55137	13051	8.2
55139	94461	7
55141	41822	7.4
56001	19516	3.6
56003	4841	8.2
56005	27977	5.7
56007	7866	6.8
56009	7289	5.9
56011	3433	4.9
56013	18732	7.4
56015	5839	5.3
56017	2364	5.8
56019	4044	6.7
56021	41738	6.3
56023	8584	6.5
56025	40228	7.3
56027	1212	4.5
56029	14836	5.1
56031	3974	6.2
56033	16172	6.6
56035	7329	4.5
56037	23429	7.4
56039	14157	5.2
56041	11581	7.2
56043	4230	5.9
56045	3179	5.9
72001	4891	21.7
72003	15127	17.9
72005	20915	17.8
72007	9393	18.2
72009	7751	19.2
72011	10396	18.3
72013	32211	16.7
72015	5828	22.7
72017	7147	20.1
72019	7699	19.6
72021	79516	13.6
72023	19803	13.5
72025	52404	15.8
72027	12537	15.6
72029	14660	21.2
72031	74455	13.3
72033	7801	18.3
72035	15348	18.1
72037	5851	17.6
72039	5227	23.6
72041	15282	17.3
72043	11460	23.1
72045	4875	23.4
72047	10340	17.7
72049	822	11.6
72051	12521	15.2
72053	14971	17.8
72054	4288	21.5
72055	6560	19.9
72057	15241	22
72059	7255	22.6
72061	42597	10.6
72063	15332	16.3
72065	12461	16.5
72067	6524	16.4
72069	20576	20.8
72071	15312	19.1
72073	4553	21.9
72075	16961	18.6
72077	13002	19.1
72079	8737	18.6
72081	11252	17.5
72083	4072	18.1
72085	12688	19.2
72087	8729	20.4
72089	7101	20.2
72091	14446	19.2
72093	1882	19.9
72095	3660	25.9
72097	29390	17.9
72099	14631	18
72101	9205	21.6
72103	7576	23.2
72105	8550	18.9
72107	5472	22.8
72109	6253	23.6
72111	9210	20.2
72113	61617	15.9
72115	8406	16.8
72117	5349	17.9
72119	17544	17.1
72121	9206	18.9
72123	8855	25.2
72125	12592	17.8
72127	161595	11.9
72129	14227	18.5
72131	14791	18.2
72133	8432	25.7
72135	28696	12.9
72137	34159	13.4
72139	33291	11.1
72141	6896	25.8
72143	12060	16.3
72145	20122	17.6
72147	3053	27.7
72149	9141	19.8
72151	11066	24.1
72153	16275	16
